hs6,product_label,years_present,avg_RSCA
710221,"Industrial diamonds unworked or simply sawn, cleaved or bruted",12,1.0
71440,"Taro ""Colocasia spp."", fresh, chilled, frozen or dried, whether or not sliced or in the form ...",12,1.0
10392,"Live pure-bred swine, weighing >= 50 kg (excl. pure-bred for breeding)",12,1.0
100790,Grain sorghum (excl. for sowing),12,1.0
30781,"Live, fresh or chilled, even in shell, abalone ""Haliotis spp.""",12,1.0
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excl. fillets and offal)",12,1.0
290513,"Butan-1-ol ""n-butyl alcohol""",11,1.0
285290,"Compounds, inorganic or organic, of mercury, not chemically defined (excl. amalgams)",12,1.0
470311,"Unbleached coniferous chemical wood pulp, soda or sulphate (excl. dissolving grades)",12,1.0
911440,Plates and bridges for clocks or watches,12,1.0
30312,"Frozen Pacific salmon (excl. sockeye salmon ""red salmon"")",12,1.0
290344,"Pentafluoroethane ""HFC-125"", 1,1,1-trifluoroethane ""HFC-143a"" and 1,1,2-trifluoroethane ""HFC-143""",6,1.0
30469,"Frozen fillets of carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys ...",12,1.0
30631,"Rock lobster and other sea crawfish ""Palinurus spp., Panulirus spp. and Jasus spp."", whether ...",10,1.0
270720,"Toluol ""toluene"" containing > 50% of toluene (excl. chemically defined)",5,1.0
71331,"Dried, shelled beans of species ""Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"", whether ...",12,1.0
30451,"Fresh or chilled meat, whether or not minced, of tilapia ""Oreochromis spp."", catfish ""Pangasius ...",12,1.0
292023,Trimethyl phosphite,8,1.0
50710,"Ivory, unworked or simply prepared, its powder and waste (excl. cut to shape)",10,1.0
470421,"Semi-bleached or bleached coniferous chemical wood pulp, sulphite (excl. dissolving grades)",12,1.0
251720,"Macadam of slag, dross or similar industrial waste, whether or not incorporating pebbles, gravel, ...",12,1.0
280450,Boron; tellurium,12,1.0
20742,"Frozen domestic ducks, not cut in pieces",12,1.0
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",8,1.0
720260,Ferro-nickel,12,1.0
811251,Unwrought thallium; thallium powders,11,1.0
151110,Crude palm oil,12,1.0
10420,Live goats,12,1.0
441912,Chopsticks of bamboo,9,1.0
811222,Chromium waste and scrap (excl. ash and residues containing chromium and chromium alloys containing ...,10,1.0
811212,Unwrought beryllium; beryllium powders,11,1.0
285300,"Inorganic and organic compounds, incl. distilled or conductivity water and water of similar ...",9,1.0
120230,"Groundnut seed, for sowing",9,1.0
810330,Tantalum waste and scrap (excl. ash and residues containing tantalum),11,1.0
71234,"Dried shiitake ""Lentinus edodes"", whole, cut, sliced, broken or in powder, but not further ...",3,1.0
810390,"Articles of tantalum, n.e.s.",11,1.0
10611,Live primates,12,1.0
854931,"Waste and scrap of electrical and electronic assemblies and printed circuit boards, containing ...",3,1.0
840110,Nuclear reactors [Euratom],12,1.0
30562,"Cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"", salted or in brine only (excl. fillets ...",5,1.0
160510,"Crab, prepared or preserved (excl. smoked)",12,1.0
281210,Chlorides and chloride oxides,10,1.0
293070,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),8,1.0
20840,"Fresh, chilled or frozen meat and edible offal of whales, dolphins and porpoises (mammals of ...",10,1.0
260120,Roasted iron pyrites,11,1.0
290911,Diethyl ether,9,1.0
310420,"Potassium chloride for use as fertiliser (excl. that in tablets or similar forms, or in packages ...",12,1.0
291536,"Dinoseb acetate ""ISO""",12,1.0
860692,"Railway or tramway goods vans and wagons, open, with non-removable sides of a height > 60 cm ...",12,1.0
282570,Molybdenum oxides and hydroxides,10,1.0
151321,Crude palm kernel and babassu oil,12,1.0
80261,"Fresh or dried macadamia nuts, in shell",12,1.0
30313,"Frozen, Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho""",12,1.0
860110,Rail locomotives powered from an external source of electricity,9,1.0
121130,"Coca leaf, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",10,1.0
530310,"Jute and other textile bast fibres, raw or retted (excl. flax, true hemp and ramie)",12,1.0
293392,"Azinphos-methyl ""ISO""",8,1.0
382475,Mixtures containing carbon tetrachloride,11,1.0
382541,"Waste organic solvents, halogenated",7,1.0
120510,"Low erucic acid rape or colza seeds ""yielding a fixed oil which has an erucic acid content ...",12,1.0
440610,"Railway or tramway sleepers ""cross-ties"" of wood, not impregnated",9,1.0
120590,"High erucic rape or colza seeds ""yielding a fixed oil which has an erucic acid content of >= ...",11,1.0
290129,"Hydrocarbons, acyclic, unsaturated (excl. ethylene, propene ""propylene"", butene ""butylene"" ...",12,1.0
30249,"Fresh or chilled Indian mackerels ""Rastrelliger spp."", seerfishes ""Scomberomorus spp."", jacks, ...",9,1.0
293214,Sucralose,8,1.0
290491,"Trichloronitromethane ""chloropicrin""",8,1.0
10410,Live sheep,12,1.0
270120,"Briquettes, ovoids and similar solid fuels manufactured from coal",12,1.0
30236,"Fresh or chilled Southern bluefin tunas ""Thunnus maccoyii""",7,1.0
810930,Zirconium waste and scrap (excluding ash and residues containing zirconium),7,1.0
30821,"Live, fresh or chilled, sea urchins ""Strongylocentrotus spp., Paracentrotus lividus, Loxechinus ...",12,1.0
30253,"Fresh or chilled coalfish ""Pollachius virens""",12,1.0
90240,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",12,1.0
293050,"Captafol ""ISO"" and methamidophos ""ISO""",5,1.0
370244,"Photographic film ""incl. instant print film""m, sensitised, in rolls, unexposed, without perforations, ...",7,1.0
401169,"Pneumatic tyres, new, of rubber, having a ""herring-bone"" or similar tread (excluding of a kind ...",9,1.0
110710,Malt (excl. roasted),12,1.0
293295,"Tetrahydrocannabinols ""all isomers""",10,1.0
380510,"Gum, wood or sulphate turpentine oils",12,1.0
911012,"Incomplete watch movements, assembled",12,1.0
290244,Mixed xylene isomers,12,1.0
811020,Antimony waste and scrap (excl. ash and residues containing antimony),12,1.0
870451,"Motor vehicles for the transport of goods, with both spark-ignition internal combustion piston ...",3,1.0
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",8,1.0
170390,Beet molasses resulting from the extraction or refining of sugar,12,1.0
150430,"Fats and oils and their fractions of marine mammals, whether or not refined (excl. chemically ...",10,1.0
30626,"Cold-water shrimps and prawns ""Pandalus spp., Crangon crangon"", even smoked, whether in shell ...",9,1.0
200891,"Palm hearts, prepared or preserved, whether or not containing added sugar or other sweetening ...",12,1.0
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excl. those in packages ...,12,1.0
30559,"Fish, dried, even salted but not smoked, n.e.s. (excl. fillets and offal)",12,1.0
30614,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming ...",12,1.0
30693,"Crabs, whether in shell or not, dried, salted, smoked or in brine, incl. crabs in shell, cooked ...",10,1.0
30485,"Frozen fillets of toothfish ""Dissostichus spp.""",12,1.0
121010,"Hop cones, fresh or dried (excl. ground, powdered or in the form of pellets)",12,1.0
180100,"Cocoa beans, whole or broken, raw or roasted",12,1.0
400121,Smoked sheets of natural rubber,12,1.0
121293,"Sugar cane, fresh, chilled, frozen or dried, whether or not ground",12,1.0
811259,"Articles of thallium, n.e.s.",12,1.0
30283,"Fresh or chilled toothfish ""Dissostichus spp.""",11,1.0
853221,"Fixed electrical capacitors, tantalum (excl. power capacitors)",12,1.0
811299,"Articles of niobium ""columbium"", gallium, indium, vanadium and germanium, n.e.s.",12,1.0
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",12,1.0
293550,"Perfluorooctane sulphonamides (excl. N-Methylperfluorooctane sulphonamide, N-Ethylperfluorooctane ...",5,1.0
291030,"1-Chloro-2,3-epoxypropane ""epichlorohydrin""",12,1.0
292630,"Fenproporex ""INN"" and its salts; methadone ""INN""-intermediate ""4-cyano-2-dimethylamino-4,4 ...",9,1.0
120190,"Soya beans, whether or not broken (excl. seed for sowing)",12,1.0
260700,Lead ores and concentrates,11,1.0
293353,"Allobarbital ""INN"", amobarbital ""INN"", barbital ""INN"", butalbital ""INN"", butobarbital ""INN"", ...",10,1.0
71334,"Dried, shelled bambara beans ""Vigna subterranea or Voandzeia subterranea"", whether or not skinned ...",9,1.0
681299,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ...,11,1.0
100290,Rye (excl. seed for sowing),12,1.0
291818,"Chlorobenzilate ""ISO""",11,1.0
130220,"Pectic substances, pectinates and pectates",12,1.0
170114,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter (excl. cane ...",12,1.0
284180,"Tungstates ""wolframates""",12,1.0
120242,"Groundnuts, shelled, whether or not broken (excl. seed for sowing, roasted or otherwise cooked)",12,1.0
261100,Tungsten ores and concentrates,12,1.0
140420,Cotton linters,12,1.0
240220,"Cigarettes, containing tobacco",12,1.0
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...",4,1.0
30692,"Lobsters ""Homarus spp."", whether in shell or not, dried, salted, smoked or in brine, incl. ...",8,1.0
290373,Dichlorofluoroethanes,12,1.0
440690,"Railway or tramway sleepers ""cross-ties"" of wood, impregnated",11,1.0
440692,"Railway or tramway sleepers ""cross-ties"" of wood, impregnated, non-coniferous",8,1.0
251830,Dolomite ramming mix,3,1.0
10514,"Live domestic geese, weighing <= 185 g",6,1.0
261310,Roasted molybdenum ores and concentrates,6,1.0
80112,"Fresh coconuts in the inner shell ""endocarp""",12,1.0
811219,"Articles of beryllium, n.e.s.",11,1.0
382483,"Mixtures and preparations containing tris""2,3-dibromopropyl"" phosphate",12,1.0
550200,Artificial filament tow as specified in Note 1 to chapter 55,11,1.0
271091,"Waste oils containing polychlorinated biphenyls [PCBs], polychlorinated terphenyls [PCTs] or ...",7,1.0
30359,"Frozen anchovies ""Engraulis spp."", Indian mackerels ""Rastrelliger spp."", seerfishes ""Scomberomorus ...",10,1.0
860691,"Railway or tramway goods vans and wagons, covered and closed (excl. self-discharging goods ...",12,1.0
720450,Remelting scrap ingots of iron or steel (excl. products whose chemical composition conforms ...,10,1.0
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,12,1.0
440210,"Bamboo charcoal, incl. shell or nut charcoal, whether or not agglomerated (excl. used as a ...",8,1.0
100390,Barley (excl. seed for sowing),12,1.0
530710,Single yarn of jute or of other textile bast fibres of heading 5303,12,1.0
30497,"Frozen meat, whether or not minced, of rays and skates ""Rajidae""",8,1.0
293352,"Malonylurea ""barbituric acid"" and its salts",6,1.0
120721,Cotton seeds for sowing,10,1.0
290712,Cresols and their salts,8,1.0
860610,Railway or tramway tank wagons and the like (excl. self-propelled),12,1.0
440310,"Wood in the rough, treated with paint, stains, creosote or other preservatives (excluding rough-cut ...",12,1.0
284590,"Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not chemically ...",10,1.0
160521,"Shrimps and prawns, prepared or preserved, not in airtight containers (excl. smoked)",12,1.0
880529,"Ground flying trainers and parts thereof, n.e.s. (excl. air combat simulators and parts thereof)",7,1.0
720293,Ferro-niobium,12,1.0
853224,"Fixed electrical capacitors, ceramic dielectric, multilayer (excl. power capacitors)",12,1.0
300692,Waste pharmaceuticals,12,1.0
846900,Typewriters and word-processing machines (excluding automatic data-processing machines and ...,7,1.0
720120,"Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus",12,1.0
382530,Clinical waste,11,1.0
480100,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 28 cm or in square or ...",12,1.0
30323,"Frozen tilapia ""Oreochromis spp.""",12,1.0
10513,"Live domestic ducks, weighing <= 185 g",12,1.0
30553,"Dried fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, ...",8,1.0
30349,"Frozen tunas of the genus ""Thunnus"" (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, ...",12,1.0
100199,"Wheat and meslin (excl. seed for sowing, and durum wheat)",12,1.0
290431,Perfluorooctane sulphonic acid,8,1.0
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",12,1.0
261590,"Niobium, tantalum or vanadium ores and concentrates",12,1.0
854340,Electronic cigarettes and similar personal electric vaporizing devices,6,1.0
30471,"Frozen fillets of cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus""",12,1.0
90831,"Cardamoms, neither crushed nor ground",12,1.0
30479,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",12,1.0
30622,"Lobsters ""Homarus spp."", even smoked, whether in shell or not, live, fresh, chilled, dried, ...",12,1.0
440714,"Hem-fir (Western hemlock ""Tsuga heterophylla"" and fir ""Abies spp."") sawn or chipped lengthwise, ...",3,1.0
10599,"Live domestic ducks, geese, turkeys and guinea fowls, weighing > 185 g",12,1.0
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",9,1.0
440342,"Teak wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excl. ...",3,1.0
293291,Isosafrole,10,1.0
350220,"Milk albumin ""lactalbumin"", incl. concentrates of two or more whey proteins containing by weight ...",8,1.0
290346,"1,1,1,2,3,3,3-Heptafluoropropane ""HFC-227ea"", 1,1,1,2,2,3-hexafluoropropane ""HFC-236cb"", 1,1,1,2,3,3-hexafluoropropane ...",4,1.0
180320,"Cocoa paste, wholly or partly defatted",11,1.0
30792,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or Placopecten, ...",8,1.0
810920,Unwrought zirconium; zirconium powders,7,1.0
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no ...",12,1.0
270900,"Petroleum oils and oils obtained from bituminous minerals, crude",12,1.0
